fid,name,population,county,latitude,longitude,level,enrollment,level.1
793,KINDERCARE LEARNING CENTER,7,ALAMEDA,37.584625,-121.992503,Elementary,6,Elementary
24140,KINDERCARE LEARNING CENTER,7,ALAMEDA,37.537977,-122.061664,Elementary,6,Elementary
24140,KINDERCARE LEARNING CENTER,7,ALAMEDA,37.537977,-121.992503,Elementary,6,Elementary
794,KINDERCARE LEARNING CENTER,13,ALAMEDA,37.705774,-121.93757,Elementary,12,Elementary
24143,KINDERCARE LEARNING CENTER,21,ALAMEDA,37.663526,-121.898973,Elementary,14,Elementary
347,KINDERCARE LEARNING CENTER,23,ALAMEDA,37.699877,-121.868957,Elementary,21,Elementary
24151,KINDERCARE LEARNING CENTER #1335,7,ALAMEDA,37.730617,-122.243661,Elementary,5,Elementary
24154,KINDERCARE LEARNING CENTER #838,7,ALAMEDA,37.704161,-121.741363,Elementary,6,Elementary
795,LAKESHORE CHILDREN'S CENTER,9,ALAMEDA,37.812033,-122.241592,Elementary,8,Elementary
798,LEA'S CHRISTIAN SCHOOL,75,ALAMEDA,37.637638,-122.102864,Elementary,68,Elementary
741,LIGHTHOUSE BAPTIST SCHOOL,36,ALAMEDA,37.659503,-121.873008,Combined elementary and secondary,32,Combined elementary and secondary
787,LIGHTHOUSE CHRISTIAN ACADEMY,35,ALAMEDA,37.697582,-122.118955,Combined elementary and secondary,31,Combined elementary and secondary
407,LINCOLN CHILD CENTER,51,ALAMEDA,37.809517,-122.203514,Elementary,45,Elementary
24195,LITTLE ELEPHANT MONTESSORI SCHOOL,4,ALAMEDA,37.84614,-122.249463,Elementary,3,Elementary
349,LITTLE FLOWERS MONTESSORI,14,ALAMEDA,37.552465,-122.05478,Elementary,12,Elementary
413,MAYBECK HIGH SCHOOL,132,ALAMEDA,37.867913,-122.261945,Secondary,116,Secondary
799,MILLS COLLEGE CHILDRENS SCHOOL,53,ALAMEDA,37.78124,-122.186517,Elementary,49,Elementary
24445,MISSION HILLS MIDDLE SCHOOL,108,ALAMEDA,37.607686,-122.026093,Elementary,94,Elementary
24452,MISSION VALLEY MONTESSORI CHILDREN'S LEARNING CTR,32,ALAMEDA,37.560778,-121.956288,Elementary,17,Elementary
21644,MONTESSORI SCHOOL AT FIVE CANYONS,22,ALAMEDA,37.688393,-122.042435,Elementary,20,Elementary
24499,MONTESSORI SCHOOL AT WASHINGTON AVE,19,ALAMEDA,37.697197,-122.139606,Elementary,16,Elementary
374,MONTESSORI SCHOOL OF FREMONT,205,ALAMEDA,37.533298,-121.921523,Elementary,195,Elementary
779,MONTESSORI SCHOOL OF FREMONT CHILDRENS HOUSE,2,ALAMEDA,37.531809,-121.938238,Elementary,1,Elementary
328,MONTESSORI SCHOOL OF SAN LEANDRO,13,ALAMEDA,37.698355,-122.105935,Elementary,7,Elementary
303,MOUNTAIN BLVD PRESCHOOL LEARNING CENTER,20,ALAMEDA,37.792798,-122.180063,Elementary,12,Elementary
24565,MY OWN MONTESSORI,8,ALAMEDA,37.846244,-122.252328,Elementary,5,Elementary
682,NEW HORIZONS SCHOOL,229,ALAMEDA,37.562325,-121.986339,Elementary,203,Elementary
304,NIA HOUSE LEARNING CENTER,7,ALAMEDA,37.865285,-122.293427,Elementary,6,Elementary
282,NORTHERN LIGHT SCHOOL,157,ALAMEDA,37.757644,-122.144597,Elementary,141,Elementary
331,NORTHSTAR SCHOOL,118,ALAMEDA,37.662173,-122.056852,Elementary,106,Elementary
377,OAKLAND HEBREW DAY SCHOOL,198,ALAMEDA,37.797575,-122.16993,Elementary,174,Elementary
379,OAKLAND PROGRESSIVE DAYCARE,6,ALAMEDA,37.801059,-122.242094,Elementary,4,Elementary
289,OUR LADY OF GRACE SCHOOL,221,ALAMEDA,37.700472,-122.083239,Elementary,209,Elementary
589,OUR LADY OF GUADALUPE SCHOOL,234,ALAMEDA,37.540134,-121.967431,Elementary,223,Elementary
669,OUR LADY OF THE ROSARY SCHOOL,155,ALAMEDA,37.604176,-122.025083,Elementary,146,Elementary
663,OUR SAVIOR LUTHERAN SCHOOL,198,ALAMEDA,37.669899,-121.751602,Elementary,184,Elementary
792,PACIFIC BOYCHOIR ACADEMY,62,ALAMEDA,37.850881,-122.257591,Elementary,53,Elementary
418,PARK DAY SCHOOL,325,ALAMEDA,37.831515,-122.257689,Elementary,298,Elementary
637,PATTEN ACADEMY OF CHRISTIAN EDUCATION,141,ALAMEDA,37.786051,-122.219257,Combined elementary and secondary,128,Combined elementary and secondary
313,PEACE TERRACE ACADEMY,103,ALAMEDA,37.580725,-122.054759,Elementary,91,Elementary
316,PENTECOSTAL WAY OF TRUTH ACADEMY,27,ALAMEDA,37.805676,-122.297653,Combined elementary and secondary,20,Combined elementary and secondary
350,PETER PAN ACADEMY,20,ALAMEDA,37.736399,-122.24243,Elementary,17,Elementary
689,PRINCE OF PEACE LUTHERAN SCHOOL,267,ALAMEDA,37.551479,-121.995711,Elementary,251,Elementary
22606,PURPLE LOTUS SCHOOL,34,ALAMEDA,37.599421,-122.022806,Combined elementary and secondary,27,Combined elementary and secondary
659,RASKOB DAY SCHOOL,67,ALAMEDA,37.800016,-122.186039,Elementary,58,Elementary
693,REDWOOD CHRISTIAN MIDDLE & HIGH SCHOOL,433,ALAMEDA,37.676334,-122.136836,Combined elementary and secondary,406,Combined elementary and secondary
641,REDWOOD CHRISTIAN SCHOOL,650,ALAMEDA,37.705332,-122.072986,Combined elementary and secondary,605,Combined elementary and secondary
428,REDWOOD DAY SCHOOL,384,ALAMEDA,37.79842,-122.221868,Elementary,351,Elementary
721,RISING STAR MONTESSORI,53,ALAMEDA,37.758542,-122.231742,Elementary,47,Elementary
24901,ROCKRIDGE MONTESSORI SCHOOL,10,ALAMEDA,37.841763,-122.247551,Elementary,8,Elementary
23824,SCHOOL OF IMAGINATION & HAPPY TALKERS,22,ALAMEDA,37.70161,-121.976882,Elementary,18,Elementary
424,SCHOOL OF SAINT LEO THE GREAT,223,ALAMEDA,37.828609,-122.250704,Elementary,211,Elementary
280,SCHOOL OF THE MADELEINE,345,ALAMEDA,37.885085,-122.272104,Elementary,313,Elementary
766,SCRIBBLES MONTESSORI SCHOOL,45,ALAMEDA,37.551728,-121.990215,Elementary,40,Elementary
341,SENECA CENTER,67,ALAMEDA,37.535022,-121.96194,Combined elementary and secondary,60,Combined elementary and secondary
276,SENECA CENTER,124,ALAMEDA,37.70854,-122.111461,Combined elementary and secondary,110,Combined elementary and secondary
21696,SHU REN INTERNATIONAL SCHOOL,27,ALAMEDA,37.870184,-122.285809,Elementary,25,Elementary
23826,SPECTRUM CENTER,86,ALAMEDA,37.772417,-122.18266,Combined elementary and secondary,77,Combined elementary and secondary
335,SPECTRUM CENTER - MISSION,91,ALAMEDA,37.606312,-122.028035,Combined elementary and secondary,84,Combined elementary and secondary
269,ST ANTHONY CATHOLIC SCHOOL,208,ALAMEDA,37.789727,-122.243492,Elementary,199,Elementary
285,ST BEDE SCHOOL,235,ALAMEDA,37.638203,-122.079062,Elementary,225,Elementary
593,ST CLEMENT SCHOOL,276,ALAMEDA,37.642912,-122.058283,Elementary,262,Elementary
272,ST EDWARD ELEMENTARY SCHOOL,301,ALAMEDA,37.539358,-122.028502,Elementary,289,Elementary
293,ST ELIZABETH ELEMENTARY SCHOOL,346,ALAMEDA,37.778566,-122.223453,Elementary,331,Elementary
296,ST ELIZABETH HIGH SCHOOL,177,ALAMEDA,37.778724,-122.22238,Secondary,165,Secondary
646,ST FELICITAS CATHOLIC SCHOOL,295,ALAMEDA,37.689802,-122.158484,Elementary,284,Elementary
606,ST JARLATH ELEMENTARY SCHOOL,89,ALAMEDA,37.79761,-122.216558,Elementary,82,Elementary
283,ST JOACHIM SCHOOL,321,ALAMEDA,37.663566,-122.11606,Elementary,309,Elementary
267,ST JOHN SCHOOL,271,ALAMEDA,37.686695,-122.117297,Elementary,258,Elementary
277,ST JOSEPH ELEMENTARY SCHOOL,278,ALAMEDA,37.765755,-122.254428,Elementary,263,Elementary
615,ST JOSEPH NOTRE DAME HIGH SCHOOL,432,ALAMEDA,37.765685,-122.255284,Secondary,408,Secondary
597,ST JOSEPH SCHOOL,280,ALAMEDA,37.534786,-121.920033,Elementary,266,Elementary
299,ST LAWRENCE O'TOOLE CATHOLIC SCHOOL,172,ALAMEDA,37.788525,-122.192826,Elementary,156,Elementary
625,ST LEANDER SCHOOL,221,ALAMEDA,37.724123,-122.159346,Elementary,208,Elementary
421,ST MARTIN DE PORRES SCHOOL,213,ALAMEDA,37.830336,-122.269216,Elementary,202,Elementary
411,ST MARY'S COLLEGE HIGH SCHOOL,654,ALAMEDA,37.882965,-122.28446,Secondary,619,Secondary
587,ST MICHAEL SCHOOL,256,ALAMEDA,37.681892,-121.761614,Elementary,243,Elementary
24437,ST PAULS EPISCOPAL SCHOOL,390,ALAMEDA,37.811279,-122.260032,Elementary,357,Elementary
388,ST PHILIP LUTHERAN SCHOOL,80,ALAMEDA,37.723667,-121.936858,Elementary,72,Elementary
620,ST PHILIP NERI SCHOOL,301,ALAMEDA,37.757534,-122.233414,Elementary,271,Elementary
728,ST RAYMOND SCHOOL,319,ALAMEDA,37.713874,-121.940507,Elementary,305,Elementary
266,ST THERESA ELEMENTARY SCHOOL,299,ALAMEDA,37.836482,-122.231681,Elementary,282,Elementary
398,ST VINCENT'S DAY HOME,32,ALAMEDA,37.804627,-122.286486,Elementary,29,Elementary
790,STARLITE CHILD DEVELOPMENT CENTER,25,ALAMEDA,37.802561,-122.266077,Elementary,23,Elementary
333,STARS HIGH SCHOOL,30,ALAMEDA,37.726658,-122.149092,Secondary,27,Secondary
370,STELLAR ACADEMY,18,ALAMEDA,37.533125,-122.011448,Elementary,16,Elementary
23828,STRATFORD SCHOOL - FREMONT BLVD CAMPUS,92,ALAMEDA,37.551046,-121.993958,Elementary,63,Elementary
324,SUNSET CHRISTIAN SCHOOL,25,ALAMEDA,37.659327,-121.767583,Elementary,23,Elementary
271,THE ACADEMY,110,ALAMEDA,37.860861,-122.255137,Elementary,96,Elementary
600,THE BERKELEY SCHOOL,236,ALAMEDA,37.869723,-122.286123,Elementary,212,Elementary
408,THE CHILD UNIQUE MONTESSORI SCHOOL,18,ALAMEDA,37.763927,-122.245421,Combined elementary and secondary,14,Combined elementary and secondary
680,THE COLLEGE PREPARATORY SCHOOL,410,ALAMEDA,37.848574,-122.240122,Secondary,364,Secondary
358,THE CROWDEN SCHOOL,61,ALAMEDA,37.878624,-122.284035,Elementary,49,Elementary
800,THE PRINCIPLED ACADEMY,106,ALAMEDA,37.715256,-122.150486,Elementary,98,Elementary
287,THE QUARRY LANE SCHOOL,492,ALAMEDA,37.72787,-121.87065,Combined elementary and secondary,414,Combined elementary and secondary
308,THE RENAISSANCE SCHOOL,109,ALAMEDA,37.803036,-122.215448,Elementary,106,Elementary
353,TILDEN PREPARATORY SCHOOL,112,ALAMEDA,37.890663,-122.294747,Combined elementary and secondary,76,Combined elementary and secondary
676,UNION CITY CHRISTIAN ACADEMY,77,ALAMEDA,37.590418,-122.027653,Combined elementary and secondary,70,Combined elementary and secondary
297,VALLEY CHRISTIAN SCHOOLS,841,ALAMEDA,37.701968,-121.95472,Combined elementary and secondary,770,Combined elementary and secondary
718,VALLEY MONTESSORI SCHOOL,389,ALAMEDA,37.697215,-121.773224,Elementary,339,Elementary
372,VIA CENTER,24,ALAMEDA,37.866297,-122.297225,Combined elementary and secondary,22,Combined elementary and secondary
695,WALDEN CENTER & SCHOOL,90,ALAMEDA,37.864156,-122.273465,Elementary,80,Elementary
627,WOODROE WOODS SCHOOL,51,ALAMEDA,37.689785,-122.054918,Elementary,47,Elementary
426,ZION LUTHERAN SCHOOL,88,ALAMEDA,37.818742,-122.210536,Elementary,81,Elementary
3724,SUNSHINE CHRISTIAN SCHOOL,18,ALAMOSA,37.478941,-105.892928,Elementary,16,Elementary
3725,TRINITY LUTHERAN SCHOOL,40,ALAMOSA,37.476371,-105.878642,Elementary,36,Elementary
12162,ACADEMY OF THE HOLY NAMES,144,ALBANY,42.651946,-73.832167,Elementary,128,Elementary
12216,ALBANY JCC,9,ALBANY,42.648735,-73.807243,Elementary,8,Elementary
12126,ALL SAINTS CATHOLIC ACADEMY,151,ALBANY,42.671489,-73.805359,Elementary,139,Elementary
12209,ANNUR ISLAMIC SCHOOL,129,ALBANY,42.760974,-73.882139,Elementary,115,Elementary
12184,BET SHRAGA HEBREW ACADEMY,123,ALBANY,42.688931,-73.782746,Elementary,107,Elementary
12614,BISHOP MAGINN HIGH SCHOOL,164,ALBANY,42.642546,-73.770935,Secondary,133,Secondary
12131,BLESSED SACRAMENT SCHOOL,176,ALBANY,42.672854,-73.781497,Elementary,159,Elementary
25770,BLOSSOMS MONTESSORI LEARNING,6,ALBANY,42.624905,-73.830704,Elementary,4,Elementary
25835,CENTER FOR DISABILITY SERVICES,173,ALBANY,42.654455,-73.807012,Combined elementary and secondary,154,Combined elementary and secondary
12169,CHRISTIAN BROTHERS ACADEMY,398,ALBANY,42.737468,-73.817414,Combined elementary and secondary,366,Combined elementary and secondary
12151,COBB MEMORIAL SCHOOL,28,ALBANY,42.693571,-74.045478,Combined elementary and secondary,23,Combined elementary and secondary
12203,HELDERBERG CHRISTIAN SCHOOL,41,ALBANY,42.509894,-74.046324,Elementary,35,Elementary
21300,KIDZ KORNER,21,ALBANY,42.743365,-73.790292,Elementary,20,Elementary
12613,LASALLE SCHOOL,128,ALBANY,42.664515,-73.783558,Secondary,97,Secondary
12195,LATHAM CHRISTIAN ACADEMY,93,ALBANY,42.733914,-73.753227,Combined elementary and secondary,83,Combined elementary and secondary
12609,LOUDONVILLE CHRISTIAN SCHOOL,317,ALBANY,42.696201,-73.75472,Combined elementary and secondary,287,Combined elementary and secondary
20483,MAE OLSON EDUCATION CENTER,35,ALBANY,41.356758,-105.586735,Secondary,34,Secondary
22642,MAIMONIDES HEBREW DAY SCHOOL,82,ALBANY,42.656423,-73.790665,Combined elementary and secondary,63,Combined elementary and secondary
12160,MATER CHRISTI SCHOOL,176,ALBANY,42.656437,-73.813625,Elementary,161,Elementary
12236,MONTESSORI CHILDRENS CENTER,3,ALBANY,42.618092,-73.795067,Elementary,2,Elementary
12242,MT MORIAH ACADEMY,38,ALBANY,42.610441,-73.788154,Combined elementary and secondary,34,Combined elementary and secondary
12190,NEIL HELLMAN SCHOOL/PARSONS CHILD & FAMILY CTR,200,ALBANY,42.649129,-73.783525,Combined elementary and secondary,169,Combined elementary and secondary
12139,OUR SAVIOR'S LUTHERAN SCHOOL,135,ALBANY,42.704062,-73.809847,Elementary,124,Elementary
12607,ST AMBROSE SCHOOL,153,ALBANY,42.757678,-73.752867,Elementary,141,Elementary
12210,ST ANNE INSTITUTE,119,ALBANY,42.670955,-73.782278,Secondary,91,Secondary
12231,ST CATHERINE'S CTR FOR CHILDREN R & E MAY SCHOOL,55,ALBANY,42.666354,-73.786905,Elementary,43,Elementary
12140,ST GREGORYS SCHOOL FOR BOYS,127,ALBANY,42.720492,-73.770481,Elementary,105,Elementary
20488,ST LAURENCE SCHOOL,66,ALBANY,41.307694,-105.593,Elementary,58,Elementary
12225,ST MATTHEW LUTHERAN SCHOOL,3,ALBANY,42.640977,-73.787014,Elementary,2,Elementary
12611,ST PIUS X SCHOOL,627,ALBANY,42.696129,-73.761268,Elementary,592,Elementary
12123,ST THOMAS THE APOSTLE SCHOOL,193,ALBANY,42.621877,-73.830052,Elementary,175,Elementary
12606,THE BETHLEHEM CHILDRENS SCHOOL,14,ALBANY,42.626219,-73.87989,Elementary,10,Elementary
12175,THE FREE SCHOOL,51,ALBANY,42.645732,-73.757169,Elementary,45,Elementary
12146,WILDWOOD SCHOOL,241,ALBANY,42.735016,-73.895282,Combined elementary and secondary,216,Combined elementary and secondary
19899,CHARLOTTESVILLE CATHOLIC SCHOOL,355,ALBEMARLE,38.054425,-78.458488,Elementary,322,Elementary
19790,CHARLOTTESVILLE WALDORF SCHOOL,159,ALBEMARLE,38.056181,-78.460997,Elementary,139,Elementary
19902,FREE UNION COUNTRY SCHOOL,70,ALBEMARLE,38.153064,-78.562531,Elementary,60,Elementary
19888,FROST MONTESSORI SCHOOL,17,ALBEMARLE,38.039094,-78.4472,Elementary,14,Elementary
19891,LAFAYETTE SCHOOL & TREATMENT CENTER,15,ALBEMARLE,38.026595,-78.525175,Combined elementary and secondary,12,Combined elementary and secondary
19908,LITTLE KESWICK SCHOOL,37,ALBEMARLE,38.022672,-78.358393,Combined elementary and secondary,31,Combined elementary and secondary
19882,MILLER SCHOOL OF ALBEMARLE,180,ALBEMARLE,38.008137,-78.702101,Secondary,158,Secondary
26937,MOUNTAINTOP MONTESSORI SCHOOL,160,ALBEMARLE,38.031302,-78.443768,Combined elementary and secondary,136,Combined elementary and secondary
26944,PEABODY SCHOOL,137,ALBEMARLE,38.002689,-78.501029,Elementary,120,Elementary
19864,ST ANNE'S-BELFIELD SCHOOL,912,ALBEMARLE,38.0429,-78.512727,Combined elementary and secondary,818,Combined elementary and secondary
19886,TANDEM FRIENDS SCHOOL,223,ALBEMARLE,37.995788,-78.491879,Combined elementary and secondary,195,Combined elementary and secondary
19896,THE COVENANT SCHOOL,528,ALBEMARLE,38.001492,-78.519022,Combined elementary and secondary,486,Combined elementary and secondary
19905,UNIVERSITY MONTESSORI SCHOOL,15,ALBEMARLE,38.025862,-78.534676,Elementary,13,Elementary
10725,CORINTH SDA SCHOOL,8,ALCORN,34.880638,-88.441054,Elementary,7,Elementary
22860,PARKWAY CHRISTIAN ACADEMY,7,ALCORN,34.925745,-88.505271,Elementary,5,Elementary
10716,WHEELER GROVE LEARNING CENTER,12,ALCORN,34.857467,-88.614859,Elementary,11,Elementary
5962,OLIVE BRANCH CHRISTIAN ACADEMY,30,ALEXANDER,37.168541,-89.353183,Combined elementary and secondary,26,Combined elementary and secondary
19822,ALEXANDRIA COUNTRY DAY SCHOOL,266,ALEXANDRIA,38.828074,-77.066726,Elementary,224,Elementary
19809,ALEXANDRIA FRIENDS SCHOOL,6,ALEXANDRIA,38.820663,-77.096376,Secondary,4,Secondary
19776,BISHOP IRETON HIGH SCHOOL,892,ALEXANDRIA,38.809029,-77.08063,Secondary,828,Secondary
19798,BLESSED SACRAMENT SCHOOL & EARLY CHILDHOOD CENTER,272,ALEXANDRIA,38.827191,-77.082896,Elementary,253,Elementary
22573,BLUE BIRD OF ALEXANDRIA,22,ALEXANDRIA,38.804297,-77.056362,Elementary,20,Elementary
19801,COMMONWEALTH ACADEMY,157,ALEXANDRIA,38.818699,-77.05285,Combined elementary and secondary,131,Combined elementary and secondary
19827,EPISCOPAL HIGH SCHOOL,491,ALEXANDRIA,38.825695,-77.095995,Secondary,438,Secondary
19781,GRACE EPISCOPAL SCHOOL,89,ALEXANDRIA,38.837253,-77.064471,Elementary,73,Elementary
26827,IMMANUEL LUTHERAN SCHOOL,90,ALEXANDRIA,38.821996,-77.06523,Elementary,89,Elementary
19786,ST MARY'S ELEMENTARY SCHOOL,710,ALEXANDRIA,38.795087,-77.046799,Elementary,671,Elementary
19812,ST PAULS NURSERY & DAY SCHOOL,18,ALEXANDRIA,38.802911,-77.044924,Elementary,15,Elementary
19817,ST RITA SCHOOL,218,ALEXANDRIA,38.838843,-77.063759,Elementary,204,Elementary
19793,ST STEPHENS & ST AGNES SCHOOL,1256,ALEXANDRIA,38.817325,-77.101623,Combined elementary and secondary,1128,Combined elementary and secondary
9042,MUNISING BAPTIST SCHOOL,76,ALGER,46.382741,-86.615991,Combined elementary and secondary,67,Combined elementary and secondary
9039,MUNISING SDA SCHOOL,3,ALGER,46.440342,-86.662542,Secondary,2,Secondary
7772,BAIS CHAYA MUSHKA-OHOLEI MENACHEM TORAH ED PROG,107,ALLAMAKEE,43.082162,-91.560991,Combined elementary and secondary,93,Combined elementary and secondary
7778,ST PATRICK SCHOOL,129,ALLAMAKEE,43.267528,-91.478424,Elementary,119,Elementary
9066,EAST MARTIN CHRISTIAN HIGH SCHOOL,42,ALLEGAN,42.552285,-85.594087,Secondary,39,Secondary
9049,EAST MARTIN CHRISTIAN SCHOOL,88,ALLEGAN,42.551902,-85.593595,Elementary,82,Elementary
9072,HOLLAND CHRISTIAN HIGH SCHOOL,834,ALLEGAN,42.762611,-86.128002,Secondary,780,Secondary
9063,HOLLAND CHRISTIAN MIDDLE SCHOOL,263,ALLEGAN,42.766542,-86.126174,Secondary,246,Secondary
9083,MOLINE CHRISTIAN SCHOOL,250,ALLEGAN,42.743277,-85.665813,Elementary,237,Elementary
9060,OTSEGO CHRISTIAN ACADEMY,39,ALLEGAN,42.460488,-85.69293,Elementary,35,Elementary
9057,PINE RIDGE CHRISTIAN SCHOOL,219,ALLEGAN,42.762411,-86.134926,Elementary,205,Elementary
9069,SOUTH SIDE CHRISTIAN SCHOOL,142,ALLEGAN,42.764319,-86.111321,Elementary,131,Elementary
9077,ST MARGARET SCHOOL,77,ALLEGAN,42.451896,-85.700988,Elementary,68,Elementary
9054,ST MARY'S VISITATION SCHOOL,68,ALLEGAN,42.755315,-85.78801,Elementary,62,Elementary
9045,ST STANISLAUS SCHOOL,89,ALLEGAN,42.681948,-85.727188,Elementary,82,Elementary
9080,ST THERESE CATHOLIC SCHOOL,48,ALLEGAN,42.671817,-85.631359,Elementary,43,Elementary
8131,BEGINNINGS - A MONTESSORI PRESCHOOL & KINDERGARTEN,11,ALLEGANY,39.652815,-78.757697,Elementary,10,Elementary
8125,BISHOP WALSH SCHOOL,442,ALLEGANY,39.661143,-78.790895,Combined elementary and secondary,404,Combined elementary and secondary
8137,CALVARY CHRISTIAN ACADEMY,253,ALLEGANY,39.596226,-78.829546,Combined elementary and secondary,231,Combined elementary and secondary
25026,FLINTSTONE MENNONITE SCHOOL,23,ALLEGANY,39.709954,-78.596336,Combined elementary and secondary,20,Combined elementary and secondary
25420,FRIENDSHIP AMISH SCHOOL,20,ALLEGANY,42.260419,-78.147069,Elementary,19,Elementary
12616,HOUGHTON ACADEMY,152,ALLEGANY,42.425966,-78.161011,Combined elementary and secondary,138,Combined elementary and secondary
12621,IMMACULATE CONCEPTION SCHOOL,159,ALLEGANY,42.121264,-77.942277,Elementary,147,Elementary
8135,LIGHTHOUSE CHRISTIAN ACADEMY,117,ALLEGANY,39.678196,-78.73977,Combined elementary and secondary,106,Combined elementary and secondary
8129,THE JEFFERSON SCHOOL AT FINAN CENTER,53,ALLEGANY,39.65629,-78.735933,Combined elementary and secondary,45,Combined elementary and secondary
12619,VALLEYVIEW AMISH SCHOOL,23,ALLEGANY,42.293932,-78.153633,Elementary,22,Elementary
12617,WHITE CREEK SCHOOL,20,ALLEGANY,42.260409,-78.14706,Elementary,19,Elementary
19911,BOYS HOME,17,ALLEGHANY,37.807549,-80.025274,Combined elementary and secondary,13,Combined elementary and secondary
15527,ABC'S FOR CHILDREN,12,ALLEGHENY,40.40085,-80.064633,Elementary,10,Elementary
15498,ACLD TILLOTSON SCHOOL,101,ALLEGHENY,40.359981,-79.969979,Combined elementary and secondary,85,Combined elementary and secondary
15809,AGH CENTER FOR CHILDREN,6,ALLEGHENY,40.456594,-79.999209,Elementary,5,Elementary
26332,ALLEGHENY CAMPUS CHILD DEVELOPMENT CENTER,6,ALLEGHENY,40.449914,-80.013133,Elementary,5,Elementary
26344,ASSUMPTION ELEMENTARY SCHOOL,120,ALLEGHENY,40.497832,-80.058248,Elementary,110,Elementary
15334,AUBERLE EDUCATION CENTER,17,ALLEGHENY,40.405744,-79.910572,Secondary,15,Secondary
15379,BELLWOOD PRESCHOOL & KINDERGARTEN,21,ALLEGHENY,40.582717,-80.079504,Elementary,20,Elementary
15699,BISHOP CANEVIN HIGH SCHOOL,405,ALLEGHENY,40.423067,-80.070887,Secondary,377,Secondary
